% Model:              FCC-ee, Allegro, MM, 4.5 m, 2 layers, 5 modules, stray magnetic field evaluation, 22-4-26.mph
% Version:            COMSOL 6.3.0.335
% Date:               Apr 24 2026, 15:19
% Dimension:          2
% Nodes:              6561
% Expressions:        2
% Description:        Magnetic flux density, r-component, Magnetic flux density, z-component
% Length unit:        m
% r                       z                        mf.Br (T)                mf.Bz (T)
1.2000000000000002        0.30000000000000004      0.04785035550825804      2.1011064364535015
1.3                       0.30000000000000004      0.051912524969512236     2.11775013351739
1.4000000000000001        0.30000000000000004      0.055941249045451856     2.135764621995164
1.5                       0.30000000000000004      0.05991430960722847      2.155139189450896
1.6                       0.30000000000000004      0.06380590966852617      2.1758539345606165
1.7000000000000002        0.30000000000000004      0.0675876503983615       2.1978771770811947
1.8                       0.30000000000000004      0.07123081436297794      2.2211619945622436
1.9000000000000001        0.30000000000000004      0.07471147121816032      2.2456412649281177
2                         0.30000000000000004      0.07802148430284818      2.2712202242586366
2.1                       0.30000000000000004      0.08118491976906754      2.297764681207813
2.2                       0.30000000000000004      0.08430050255015299      2.325077767648748
2.3000000000000003        0.30000000000000004      0.08761943853796461      2.3528625904747216
2.4000000000000004        0.30000000000000004      0.09171781502254428      2.3806755603902245
2.5                       0.30000000000000004      0.09793421320237315      2.408035677682202
2.6                       0.30000000000000004      0.1095020362831834       2.4344232532099084
2.7                       0.30000000000000004      0.1329088775400638       2.45996765775401
2.8000000000000003        0.30000000000000004      0.1827139467358713       2.499928105196482
2.9000000000000004        0.30000000000000004      -0.08081163669595329     1.2020015419603498
3                         0.30000000000000004      0.19584076612624318      -0.3000049839772885
3.1                       0.30000000000000004      0.13725066856002213      -0.2507211887335954
3.2                       0.30000000000000004      0.10649717875536036      -2.296327967415106
3.3000000000000003        0.30000000000000004      0.09050099673810008      -0.21591445152642497
3.4000000000000004        0.30000000000000004      0.07998765664590018      -2.273691137973029
3.5                       0.30000000000000004      0.07212586116293407      -2.2641634498459746
3.6                       0.30000000000000004      0.06593347602038224      -0.1794865597901839
3.7                       0.30000000000000004      0.06048463645060356      -2.2419179655323687
3.8000000000000003        0.30000000000000004      0.05567687347698472      -2.229699291197891
3.9000000000000004        0.30000000000000004      0.051076678411702596     -0.15122059981371333
4                         0.30000000000000004      0.046822365267521704     -2.210679624649103
